scope,reviewer_id,question,question_name,answer,severity,response_count,question_total,ratio,pct,,,,,,
all_answers,user19,Q7,missing_child_nonleaf,판단불가,soft,1,457,0.00218818,0.2188,,,,,,
all_answers,user19,Q7,missing_child_nonleaf,많이 있음,critical,2,457,0.00437637,0.4376,,,,,,
all_answers,user20,Q7,missing_child_nonleaf,없음,good,371,389,0.95372751,95.3728,,,,,,
all_answers,user20,Q7,missing_child_nonleaf,조금 있음,soft,3,389,0.00771208,0.7712,,,,,,
all_answers,user20,Q7,missing_child_nonleaf,판단불가,soft,15,389,0.03856041,3.856,,,,,,
all_answers,user20,Q7,missing_child_nonleaf,많이 있음,critical,0,389,0,0,,,,,,
all_answers,user1,Q8,leaf_stop,예,good,752,855,0.87953216,87.9532,,,,,,
all_answers,user1,Q8,leaf_stop,판단불가,soft,73,855,0.08538012,8.538,,,,,,
all_answers,user1,Q8,leaf_stop,아니오,critical,30,855,0.03508772,3.5088,,,,,,
all_answers,user2,Q8,leaf_stop,예,good,778,875,0.88914286,88.9143,,,,,,
all_answers,user2,Q8,leaf_stop,판단불가,soft,92,875,0.10514286,10.5143,,,,,,
all_answers,user2,Q8,leaf_stop,아니오,critical,5,875,0.00571429,0.5714,,,,,,
all_answers,user3,Q8,leaf_stop,예,good,789,861,0.91637631,91.6376,,,,,,
all_answers,user3,Q8,leaf_stop,판단불가,soft,59,861,0.06852497,6.8525,,,,,,
all_answers,user3,Q8,leaf_stop,아니오,critical,13,861,0.01509872,1.5099,,,,,,
all_answers,user4,Q8,leaf_stop,예,good,804,943,0.85259809,85.2598,,,,,,
all_answers,user4,Q8,leaf_stop,판단불가,soft,112,943,0.11876988,11.877,,,,,,
all_answers,user4,Q8,leaf_stop,아니오,critical,27,943,0.02863203,2.8632,,,,,,
all_answers,user5,Q8,leaf_stop,예,good,709,795,0.8918239,89.1824,,,,,,
all_answers,user5,Q8,leaf_stop,판단불가,soft,78,795,0.09811321,9.8113,,,,,,
all_answers,user5,Q8,leaf_stop,아니오,critical,8,795,0.01006289,1.0063,,,,,,
all_answers,user6,Q8,leaf_stop,예,good,811,893,0.90817469,90.8175,,,,,,
all_answers,user6,Q8,leaf_stop,판단불가,soft,81,893,0.09070549,9.0705,,,,,,
all_answers,user6,Q8,leaf_stop,아니오,critical,1,893,0.00111982,0.112,,,,,,
all_answers,user7,Q8,leaf_stop,예,good,838,944,0.88771186,88.7712,,,,,,
all_answers,user7,Q8,leaf_stop,판단불가,soft,101,944,0.10699153,10.6992,,,,,,
all_answers,user7,Q8,leaf_stop,아니오,critical,5,944,0.00529661,0.5297,,,,,,
all_answers,user8,Q8,leaf_stop,예,good,716,767,0.93350717,93.3507,,,,,,
all_answers,user8,Q8,leaf_stop,판단불가,soft,43,767,0.05606258,5.6063,,,,,,
all_answers,user8,Q8,leaf_stop,아니오,critical,8,767,0.01043025,1.043,,,,,,
all_answers,user9,Q8,leaf_stop,예,good,800,867,0.92272203,92.2722,,,,,,
all_answers,user9,Q8,leaf_stop,판단불가,soft,58,867,0.06689735,6.6897,,,,,,
all_answers,user9,Q8,leaf_stop,아니오,critical,9,867,0.01038062,1.0381,,,,,,
all_answers,user10,Q8,leaf_stop,예,good,732,836,0.87559809,87.5598,,,,,,
all_answers,user10,Q8,leaf_stop,판단불가,soft,67,836,0.08014354,8.0144,,,,,,
all_answers,user10,Q8,leaf_stop,아니오,critical,37,836,0.04425837,4.4258,,,,,,
all_answers,user11,Q8,leaf_stop,예,good,813,979,0.83043922,83.0439,,,,,,
all_answers,user11,Q8,leaf_stop,판단불가,soft,163,979,0.16649642,16.6496,,,,,,
all_answers,user11,Q8,leaf_stop,아니오,critical,3,979,0.00306435,0.3064,,,,,,
all_answers,user12,Q8,leaf_stop,예,good,828,898,0.922049,92.2049,,,,,,
all_answers,user12,Q8,leaf_stop,판단불가,soft,69,898,0.07683742,7.6837,,,,,,
all_answers,user12,Q8,leaf_stop,아니오,critical,1,898,0.00111359,0.1114,,,,,,
all_answers,user13,Q8,leaf_stop,예,good,760,822,0.92457421,92.4574,,,,,,
all_answers,user13,Q8,leaf_stop,판단불가,soft,61,822,0.07420925,7.4209,,,,,,
all_answers,user13,Q8,leaf_stop,아니오,critical,1,822,0.00121655,0.1217,,,,,,
all_answers,user14,Q8,leaf_stop,예,good,844,943,0.89501591,89.5016,,,,,,
all_answers,user14,Q8,leaf_stop,판단불가,soft,89,943,0.09437964,9.438,,,,,,
all_answers,user14,Q8,leaf_stop,아니오,critical,10,943,0.01060445,1.0604,,,,,,
all_answers,user15,Q8,leaf_stop,예,good,806,894,0.901566,90.1566,,,,,,
all_answers,user15,Q8,leaf_stop,판단불가,soft,62,894,0.06935123,6.9351,,,,,,
all_answers,user15,Q8,leaf_stop,아니오,critical,26,894,0.02908277,2.9083,,,,,,
all_answers,user16,Q8,leaf_stop,예,good,841,853,0.985932,98.5932,,,,,,
all_answers,user16,Q8,leaf_stop,판단불가,soft,12,853,0.014068,1.4068,,,,,,
all_answers,user16,Q8,leaf_stop,아니오,critical,0,853,0,0,,,,,,
all_answers,user17,Q8,leaf_stop,예,good,621,735,0.84489796,84.4898,,,,,,
all_answers,user17,Q8,leaf_stop,판단불가,soft,84,735,0.11428571,11.4286,,,,,,
all_answers,user17,Q8,leaf_stop,아니오,critical,30,735,0.04081633,4.0816,,,,,,
all_answers,user18,Q8,leaf_stop,예,good,885,941,0.94048884,94.0489,,,,,,
all_answers,user18,Q8,leaf_stop,판단불가,soft,51,941,0.05419766,5.4198,,,,,,
all_answers,user18,Q8,leaf_stop,아니오,critical,5,941,0.0053135,0.5313,,,,,,
all_answers,user19,Q8,leaf_stop,예,good,974,1003,0.97108674,97.1087,,,,,,
all_answers,user19,Q8,leaf_stop,판단불가,soft,7,1003,0.00697906,0.6979,,,,,,
all_answers,user19,Q8,leaf_stop,아니오,critical,22,1003,0.0219342,2.1934,,,,,,
all_answers,user20,Q8,leaf_stop,예,good,686,805,0.85217391,85.2174,,,,,,
all_answers,user20,Q8,leaf_stop,판단불가,soft,118,805,0.14658385,14.6584,,,,,,
all_answers,user20,Q8,leaf_stop,아니오,critical,1,805,0.00124224,0.1242,,,,,,
q1_yes_only,user1,Q2,mask_missing,모두 포함함,good,821,1134,0.72398589,72.3986,,,,,,
q1_yes_only,user1,Q2,mask_missing,약간 놓침,soft,213,1134,0.18783069,18.7831,,,,,,
q1_yes_only,user1,Q2,mask_missing,판단불가,soft,6,1134,0.00529101,0.5291,,,,,,
q1_yes_only,user1,Q2,mask_missing,많이 놓침,critical,94,1134,0.08289242,8.2892,,,,,,
q1_yes_only,user2,Q2,mask_missing,모두 포함함,good,751,1150,0.65304348,65.3043,,,,,,
q1_yes_only,user2,Q2,mask_missing,약간 놓침,soft,241,1150,0.20956522,20.9565,,,,,,
q1_yes_only,user2,Q2,mask_missing,판단불가,soft,4,1150,0.00347826,0.3478,,,,,,
q1_yes_only,user2,Q2,mask_missing,많이 놓침,critical,154,1150,0.13391304,13.3913,,,,,,
q1_yes_only,user3,Q2,mask_missing,모두 포함함,good,847,1180,0.71779661,71.7797,,,,,,
q1_yes_only,user3,Q2,mask_missing,약간 놓침,soft,248,1180,0.21016949,21.0169,,,,,,
q1_yes_only,user3,Q2,mask_missing,판단불가,soft,3,1180,0.00254237,0.2542,,,,,,
q1_yes_only,user3,Q2,mask_missing,많이 놓침,critical,82,1180,0.06949153,6.9492,,,,,,
q1_yes_only,user4,Q2,mask_missing,모두 포함함,good,828,1237,0.66936136,66.9361,,,,,,
q1_yes_only,user4,Q2,mask_missing,약간 놓침,soft,269,1237,0.2174616,21.7462,,,,,,
q1_yes_only,user4,Q2,mask_missing,판단불가,soft,1,1237,0.00080841,0.0808,,,,,,
q1_yes_only,user4,Q2,mask_missing,많이 놓침,critical,139,1237,0.11236863,11.2369,,,,,,
q1_yes_only,user5,Q2,mask_missing,모두 포함함,good,793,1069,0.74181478,74.1815,,,,,,
q1_yes_only,user5,Q2,mask_missing,약간 놓침,soft,136,1069,0.1272217,12.7222,,,,,,
q1_yes_only,user5,Q2,mask_missing,판단불가,soft,3,1069,0.00280636,0.2806,,,,,,
q1_yes_only,user5,Q2,mask_missing,많이 놓침,critical,137,1069,0.12815716,12.8157,,,,,,
q1_yes_only,user6,Q2,mask_missing,모두 포함함,good,971,1200,0.80916667,80.9167,,,,,,
q1_yes_only,user6,Q2,mask_missing,약간 놓침,soft,143,1200,0.11916667,11.9167,,,,,,
q1_yes_only,user6,Q2,mask_missing,판단불가,soft,3,1200,0.0025,0.25,,,,,,
q1_yes_only,user6,Q2,mask_missing,많이 놓침,critical,83,1200,0.06916667,6.9167,,,,,,
q1_yes_only,user7,Q2,mask_missing,모두 포함함,good,944,1240,0.76129032,76.129,,,,,,
q1_yes_only,user7,Q2,mask_missing,약간 놓침,soft,206,1240,0.16612903,16.6129,,,,,,
q1_yes_only,user7,Q2,mask_missing,판단불가,soft,0,1240,0,0,,,,,,
q1_yes_only,user7,Q2,mask_missing,많이 놓침,critical,90,1240,0.07258065,7.2581,,,,,,
q1_yes_only,user8,Q2,mask_missing,모두 포함함,good,791,1077,0.73444754,73.4448,,,,,,
q1_yes_only,user8,Q2,mask_missing,약간 놓침,soft,182,1077,0.16898793,16.8988,,,,,,
q1_yes_only,user8,Q2,mask_missing,판단불가,soft,1,1077,0.00092851,0.0929,,,,,,
q1_yes_only,user8,Q2,mask_missing,많이 놓침,critical,103,1077,0.09563603,9.5636,,,,,,
q1_yes_only,user9,Q2,mask_missing,모두 포함함,good,867,1188,0.72979798,72.9798,,,,,,
q1_yes_only,user9,Q2,mask_missing,약간 놓침,soft,252,1188,0.21212121,21.2121,,,,,,
q1_yes_only,user9,Q2,mask_missing,판단불가,soft,0,1188,0,0,,,,,,
q1_yes_only,user9,Q2,mask_missing,많이 놓침,critical,69,1188,0.05808081,5.8081,,,,,,
q1_yes_only,user10,Q2,mask_missing,모두 포함함,good,785,1169,0.67151411,67.1514,,,,,,
q1_yes_only,user10,Q2,mask_missing,약간 놓침,soft,205,1169,0.17536356,17.5364,,,,,,
q1_yes_only,user10,Q2,mask_missing,판단불가,soft,2,1169,0.00171086,0.1711,,,,,,
q1_yes_only,user10,Q2,mask_missing,많이 놓침,critical,177,1169,0.15141146,15.1411,,,,,,
q1_yes_only,user11,Q2,mask_missing,모두 포함함,good,897,1234,0.72690438,72.6904,,,,,,
q1_yes_only,user11,Q2,mask_missing,약간 놓침,soft,242,1234,0.19611021,19.611,,,,,,
q1_yes_only,user11,Q2,mask_missing,판단불가,soft,0,1234,0,0,,,,,,
q1_yes_only,user11,Q2,mask_missing,많이 놓침,critical,95,1234,0.07698541,7.6985,,,,,,
q1_yes_only,user12,Q2,mask_missing,모두 포함함,good,915,1229,0.74450773,74.4508,,,,,,
q1_yes_only,user12,Q2,mask_missing,약간 놓침,soft,252,1229,0.20504475,20.5045,,,,,,
q1_yes_only,user12,Q2,mask_missing,판단불가,soft,0,1229,0,0,,,,,,
q1_yes_only,user12,Q2,mask_missing,많이 놓침,critical,62,1229,0.05044752,5.0448,,,,,,
q1_yes_only,user13,Q2,mask_missing,모두 포함함,good,882,1125,0.784,78.4,,,,,,
q1_yes_only,user13,Q2,mask_missing,약간 놓침,soft,141,1125,0.12533333,12.5333,,,,,,
q1_yes_only,user13,Q2,mask_missing,판단불가,soft,2,1125,0.00177778,0.1778,,,,,,
q1_yes_only,user13,Q2,mask_missing,많이 놓침,critical,100,1125,0.08888889,8.8889,,,,,,
q1_yes_only,user14,Q2,mask_missing,모두 포함함,good,911,1284,0.70950156,70.9502,,,,,,
q1_yes_only,user14,Q2,mask_missing,약간 놓침,soft,249,1284,0.19392523,19.3925,,,,,,
q1_yes_only,user14,Q2,mask_missing,판단불가,soft,1,1284,0.00077882,0.0779,,,,,,
q1_yes_only,user14,Q2,mask_missing,많이 놓침,critical,123,1284,0.09579439,9.5794,,,,,,
q1_yes_only,user15,Q2,mask_missing,모두 포함함,good,861,1219,0.70631665,70.6317,,,,,,
q1_yes_only,user15,Q2,mask_missing,약간 놓침,soft,218,1219,0.17883511,17.8835,,,,,,
q1_yes_only,user15,Q2,mask_missing,판단불가,soft,1,1219,0.00082034,0.082,,,,,,
q1_yes_only,user15,Q2,mask_missing,많이 놓침,critical,139,1219,0.11402789,11.4028,,,,,,
q1_yes_only,user16,Q2,mask_missing,모두 포함함,good,805,1165,0.69098712,69.0987,,,,,,
q1_yes_only,user16,Q2,mask_missing,약간 놓침,soft,235,1165,0.20171674,20.1717,,,,,,
q1_yes_only,user16,Q2,mask_missing,판단불가,soft,1,1165,0.00085837,0.0858,,,,,,
q1_yes_only,user16,Q2,mask_missing,많이 놓침,critical,124,1165,0.10643777,10.6438,,,,,,
q1_yes_only,user17,Q2,mask_missing,모두 포함함,good,629,954,0.65932914,65.9329,,,,,,
q1_yes_only,user17,Q2,mask_missing,약간 놓침,soft,130,954,0.13626834,13.6268,,,,,,
q1_yes_only,user17,Q2,mask_missing,판단불가,soft,0,954,0,0,,,,,,
q1_yes_only,user17,Q2,mask_missing,많이 놓침,critical,195,954,0.20440252,20.4403,,,,,,
q1_yes_only,user18,Q2,mask_missing,모두 포함함,good,1025,1288,0.79580745,79.5807,,,,,,
q1_yes_only,user18,Q2,mask_missing,약간 놓침,soft,184,1288,0.14285714,14.2857,,,,,,
q1_yes_only,user18,Q2,mask_missing,판단불가,soft,0,1288,0,0,,,,,,
q1_yes_only,user18,Q2,mask_missing,많이 놓침,critical,79,1288,0.0613354,6.1335,,,,,,
q1_yes_only,user19,Q2,mask_missing,모두 포함함,good,871,1379,0.63161711,63.1617,,,,,,
q1_yes_only,user19,Q2,mask_missing,약간 놓침,soft,406,1379,0.29441624,29.4416,,,,,,
q1_yes_only,user19,Q2,mask_missing,판단불가,soft,3,1379,0.00217549,0.2175,,,,,,
q1_yes_only,user19,Q2,mask_missing,많이 놓침,critical,99,1379,0.07179115,7.1791,,,,,,
q1_yes_only,user20,Q2,mask_missing,모두 포함함,good,728,1062,0.68549906,68.5499,,,,,,
q1_yes_only,user20,Q2,mask_missing,약간 놓침,soft,243,1062,0.22881356,22.8814,,,,,,
q1_yes_only,user20,Q2,mask_missing,판단불가,soft,1,1062,0.00094162,0.0942,,,,,,
q1_yes_only,user20,Q2,mask_missing,많이 놓침,critical,90,1062,0.08474576,8.4746,,,,,,
q1_yes_only,user1,Q3,mask_extra,포함하지 않음,good,979,1134,0.8633157,86.3316,,,,,,
q1_yes_only,user1,Q3,mask_extra,약간 포함,soft,128,1134,0.11287478,11.2875,,,,,,
q1_yes_only,user1,Q3,mask_extra,판단불가,soft,11,1134,0.00970018,0.97,,,,,,
q1_yes_only,user1,Q3,mask_extra,많이 포함,critical,16,1134,0.01410935,1.4109,,,,,,
q1_yes_only,user2,Q3,mask_extra,포함하지 않음,good,1018,1150,0.88521739,88.5217,,,,,,
q1_yes_only,user2,Q3,mask_extra,약간 포함,soft,100,1150,0.08695652,8.6957,,,,,,
q1_yes_only,user2,Q3,mask_extra,판단불가,soft,4,1150,0.00347826,0.3478,,,,,,
q1_yes_only,user2,Q3,mask_extra,많이 포함,critical,28,1150,0.02434783,2.4348,,,,,,
q1_yes_only,user3,Q3,mask_extra,포함하지 않음,good,1053,1180,0.89237288,89.2373,,,,,,
q1_yes_only,user3,Q3,mask_extra,약간 포함,soft,109,1180,0.09237288,9.2373,,,,,,
q1_yes_only,user3,Q3,mask_extra,판단불가,soft,2,1180,0.00169492,0.1695,,,,,,
q1_yes_only,user3,Q3,mask_extra,많이 포함,critical,16,1180,0.01355932,1.3559,,,,,,
q1_yes_only,user4,Q3,mask_extra,포함하지 않음,good,1044,1237,0.84397736,84.3977,,,,,,
q1_yes_only,user4,Q3,mask_extra,약간 포함,soft,132,1237,0.10670978,10.671,,,,,,
q1_yes_only,user4,Q3,mask_extra,판단불가,soft,5,1237,0.00404204,0.4042,,,,,,
q1_yes_only,user4,Q3,mask_extra,많이 포함,critical,56,1237,0.04527082,4.5271,,,,,,
q1_yes_only,user5,Q3,mask_extra,포함하지 않음,good,914,1069,0.85500468,85.5005,,,,,,
q1_yes_only,user5,Q3,mask_extra,약간 포함,soft,97,1069,0.09073901,9.0739,,,,,,
q1_yes_only,user5,Q3,mask_extra,판단불가,soft,4,1069,0.00374181,0.3742,,,,,,
q1_yes_only,user5,Q3,mask_extra,많이 포함,critical,54,1069,0.0505145,5.0514,,,,,,
q1_yes_only,user6,Q3,mask_extra,포함하지 않음,good,1104,1200,0.92,92,,,,,,
q1_yes_only,user6,Q3,mask_extra,약간 포함,soft,82,1200,0.06833333,6.8333,,,,,,
q1_yes_only,user6,Q3,mask_extra,판단불가,soft,0,1200,0,0,,,,,,
q1_yes_only,user6,Q3,mask_extra,많이 포함,critical,14,1200,0.01166667,1.1667,,,,,,
q1_yes_only,user7,Q3,mask_extra,포함하지 않음,good,1115,1240,0.89919355,89.9194,,,,,,
q1_yes_only,user7,Q3,mask_extra,약간 포함,soft,106,1240,0.08548387,8.5484,,,,,,
q1_yes_only,user7,Q3,mask_extra,판단불가,soft,1,1240,0.00080645,0.0806,,,,,,
q1_yes_only,user7,Q3,mask_extra,많이 포함,critical,18,1240,0.01451613,1.4516,,,,,,
q1_yes_only,user8,Q3,mask_extra,포함하지 않음,good,1012,1077,0.93964717,93.9647,,,,,,
q1_yes_only,user8,Q3,mask_extra,약간 포함,soft,61,1077,0.05663881,5.6639,,,,,,
q1_yes_only,user8,Q3,mask_extra,판단불가,soft,1,1077,0.00092851,0.0929,,,,,,
q1_yes_only,user8,Q3,mask_extra,많이 포함,critical,3,1077,0.00278552,0.2786,,,,,,
q1_yes_only,user9,Q3,mask_extra,포함하지 않음,good,1020,1188,0.85858586,85.8586,,,,,,
q1_yes_only,user9,Q3,mask_extra,약간 포함,soft,149,1188,0.12542088,12.5421,,,,,,
q1_yes_only,user9,Q3,mask_extra,판단불가,soft,0,1188,0,0,,,,,,
q1_yes_only,user9,Q3,mask_extra,많이 포함,critical,19,1188,0.01599327,1.5993,,,,,,
q1_yes_only,user10,Q3,mask_extra,포함하지 않음,good,1041,1169,0.8905047,89.0505,,,,,,
q1_yes_only,user10,Q3,mask_extra,약간 포함,soft,100,1169,0.0855432,8.5543,,,,,,
q1_yes_only,user10,Q3,mask_extra,판단불가,soft,6,1169,0.00513259,0.5133,,,,,,
q1_yes_only,user10,Q3,mask_extra,많이 포함,critical,22,1169,0.0188195,1.882,,,,,,
q1_yes_only,user11,Q3,mask_extra,포함하지 않음,good,1108,1234,0.89789303,89.7893,,,,,,
q1_yes_only,user11,Q3,mask_extra,약간 포함,soft,95,1234,0.07698541,7.6985,,,,,,
q1_yes_only,user11,Q3,mask_extra,판단불가,soft,0,1234,0,0,,,,,,
q1_yes_only,user11,Q3,mask_extra,많이 포함,critical,31,1234,0.02512156,2.5122,,,,,,
q1_yes_only,user12,Q3,mask_extra,포함하지 않음,good,1064,1229,0.86574451,86.5745,,,,,,
q1_yes_only,user12,Q3,mask_extra,약간 포함,soft,138,1229,0.11228641,11.2286,,,,,,
q1_yes_only,user12,Q3,mask_extra,판단불가,soft,0,1229,0,0,,,,,,
q1_yes_only,user12,Q3,mask_extra,많이 포함,critical,27,1229,0.02196908,2.1969,,,,,,
q1_yes_only,user13,Q3,mask_extra,포함하지 않음,good,1028,1125,0.91377778,91.3778,,,,,,
q1_yes_only,user13,Q3,mask_extra,약간 포함,soft,64,1125,0.05688889,5.6889,,,,,,
q1_yes_only,user13,Q3,mask_extra,판단불가,soft,1,1125,0.00088889,0.0889,,,,,,
q1_yes_only,user13,Q3,mask_extra,많이 포함,critical,32,1125,0.02844444,2.8444,,,,,,
q1_yes_only,user14,Q3,mask_extra,포함하지 않음,good,1155,1284,0.89953271,89.9533,,,,,,
q1_yes_only,user14,Q3,mask_extra,약간 포함,soft,113,1284,0.08800623,8.8006,,,,,,
q1_yes_only,user14,Q3,mask_extra,판단불가,soft,0,1284,0,0,,,,,,
q1_yes_only,user14,Q3,mask_extra,많이 포함,critical,16,1284,0.01246106,1.2461,,,,,,
q1_yes_only,user15,Q3,mask_extra,포함하지 않음,good,1033,1219,0.84741591,84.7416,,,,,,
q1_yes_only,user15,Q3,mask_extra,약간 포함,soft,166,1219,0.13617719,13.6177,,,,,,
q1_yes_only,user15,Q3,mask_extra,판단불가,soft,3,1219,0.00246103,0.2461,,,,,,
q1_yes_only,user15,Q3,mask_extra,많이 포함,critical,17,1219,0.01394586,1.3946,,,,,,
q1_yes_only,user16,Q3,mask_extra,포함하지 않음,good,1047,1165,0.89871245,89.8712,,,,,,
q1_yes_only,user16,Q3,mask_extra,약간 포함,soft,83,1165,0.07124464,7.1245,,,,,,
q1_yes_only,user16,Q3,mask_extra,판단불가,soft,0,1165,0,0,,,,,,
q1_yes_only,user16,Q3,mask_extra,많이 포함,critical,35,1165,0.03004292,3.0043,,,,,,
q1_yes_only,user17,Q3,mask_extra,포함하지 않음,good,773,954,0.81027254,81.0273,,,,,,
q1_yes_only,user17,Q3,mask_extra,약간 포함,soft,89,954,0.0932914,9.3291,,,,,,
q1_yes_only,user17,Q3,mask_extra,판단불가,soft,1,954,0.00104822,0.1048,,,,,,
q1_yes_only,user17,Q3,mask_extra,많이 포함,critical,91,954,0.09538784,9.5388,,,,,,
q1_yes_only,user18,Q3,mask_extra,포함하지 않음,good,1207,1288,0.9371118,93.7112,,,,,,
q1_yes_only,user18,Q3,mask_extra,약간 포함,soft,65,1288,0.05046584,5.0466,,,,,,
q1_yes_only,user18,Q3,mask_extra,판단불가,soft,0,1288,0,0,,,,,,
q1_yes_only,user18,Q3,mask_extra,많이 포함,critical,16,1288,0.01242236,1.2422,,,,,,
q1_yes_only,user19,Q3,mask_extra,포함하지 않음,good,1176,1379,0.85279188,85.2792,,,,,,
q1_yes_only,user19,Q3,mask_extra,약간 포함,soft,171,1379,0.1240029,12.4003,,,,,,
q1_yes_only,user19,Q3,mask_extra,판단불가,soft,3,1379,0.00217549,0.2175,,,,,,
q1_yes_only,user19,Q3,mask_extra,많이 포함,critical,29,1379,0.02102973,2.103,,,,,,
q1_yes_only,user20,Q3,mask_extra,포함하지 않음,good,934,1062,0.87947269,87.9473,,,,,,
q1_yes_only,user20,Q3,mask_extra,약간 포함,soft,102,1062,0.0960452,9.6045,,,,,,
q1_yes_only,user20,Q3,mask_extra,판단불가,soft,1,1062,0.00094162,0.0942,,,,,,
q1_yes_only,user20,Q3,mask_extra,많이 포함,critical,25,1062,0.02354049,2.354,,,,,,
q1_yes_only,user1,Q4,instance_separation,정확,good,948,1134,0.83597884,83.5979,,,,,,
q1_yes_only,user1,Q4,instance_separation,수용 가능,soft,115,1134,0.10141093,10.1411,,,,,,
q1_yes_only,user1,Q4,instance_separation,판단불가,soft,15,1134,0.01322751,1.3228,,,,,,
q1_yes_only,user1,Q4,instance_separation,부정확,critical,55,1134,0.04850088,4.8501,,,,,,
q1_yes_only,user1,Q4,instance_separation,실패,critical,1,1134,0.00088183,0.0882,,,,,,
q1_yes_only,user2,Q4,instance_separation,정확,good,1071,1150,0.93130435,93.1304,,,,,,
q1_yes_only,user2,Q4,instance_separation,수용 가능,soft,68,1150,0.05913043,5.913,,,,,,
q1_yes_only,user2,Q4,instance_separation,판단불가,soft,1,1150,0.00086957,0.087,,,,,,
q1_yes_only,user2,Q4,instance_separation,부정확,critical,7,1150,0.00608696,0.6087,,,,,,
q1_yes_only,user2,Q4,instance_separation,실패,critical,3,1150,0.0026087,0.2609,,,,,,
q1_yes_only,user3,Q4,instance_separation,정확,good,1154,1180,0.9779661,97.7966,,,,,,
q1_yes_only,user3,Q4,instance_separation,수용 가능,soft,20,1180,0.01694915,1.6949,,,,,,
q1_yes_only,user3,Q4,instance_separation,판단불가,soft,0,1180,0,0,,,,,,
q1_yes_only,user3,Q4,instance_separation,부정확,critical,6,1180,0.00508475,0.5085,,,,,,
q1_yes_only,user3,Q4,instance_separation,실패,critical,0,1180,0,0,,,,,,
q1_yes_only,user4,Q4,instance_separation,정확,good,956,1237,0.77283751,77.2838,,,,,,
q1_yes_only,user4,Q4,instance_separation,수용 가능,soft,195,1237,0.15763945,15.7639,,,,,,
q1_yes_only,user4,Q4,instance_separation,판단불가,soft,2,1237,0.00161681,0.1617,,,,,,
q1_yes_only,user4,Q4,instance_separation,부정확,critical,76,1237,0.06143897,6.1439,,,,,,
q1_yes_only,user4,Q4,instance_separation,실패,critical,8,1237,0.00646726,0.6467,,,,,,
q1_yes_only,user5,Q4,instance_separation,정확,good,959,1069,0.89710009,89.71,,,,,,
q1_yes_only,user5,Q4,instance_separation,수용 가능,soft,63,1069,0.05893358,5.8934,,,,,,
q1_yes_only,user5,Q4,instance_separation,판단불가,soft,2,1069,0.00187091,0.1871,,,,,,
q1_yes_only,user5,Q4,instance_separation,부정확,critical,39,1069,0.03648269,3.6483,,,,,,
q1_yes_only,user5,Q4,instance_separation,실패,critical,6,1069,0.00561272,0.5613,,,,,,
q1_yes_only,user6,Q4,instance_separation,정확,good,1169,1200,0.97416667,97.4167,,,,,,
q1_yes_only,user6,Q4,instance_separation,수용 가능,soft,20,1200,0.01666667,1.6667,,,,,,
q1_yes_only,user6,Q4,instance_separation,판단불가,soft,3,1200,0.0025,0.25,,,,,,
q1_yes_only,user6,Q4,instance_separation,부정확,critical,7,1200,0.00583333,0.5833,,,,,,
q1_yes_only,user6,Q4,instance_separation,실패,critical,1,1200,0.00083333,0.0833,,,,,,
q1_yes_only,user7,Q4,instance_separation,정확,good,1182,1240,0.95322581,95.3226,,,,,,
q1_yes_only,user7,Q4,instance_separation,수용 가능,soft,36,1240,0.02903226,2.9032,,,,,,
q1_yes_only,user7,Q4,instance_separation,판단불가,soft,0,1240,0,0,,,,,,
q1_yes_only,user7,Q4,instance_separation,부정확,critical,22,1240,0.01774194,1.7742,,,,,,
q1_yes_only,user7,Q4,instance_separation,실패,critical,0,1240,0,0,,,,,,
q1_yes_only,user8,Q4,instance_separation,정확,good,1059,1077,0.98328691,98.3287,,,,,,
q1_yes_only,user8,Q4,instance_separation,수용 가능,soft,10,1077,0.00928505,0.9285,,,,,,
q1_yes_only,user8,Q4,instance_separation,판단불가,soft,0,1077,0,0,,,,,,
q1_yes_only,user8,Q4,instance_separation,부정확,critical,8,1077,0.00742804,0.7428,,,,,,
q1_yes_only,user8,Q4,instance_separation,실패,critical,0,1077,0,0,,,,,,
q1_yes_only,user9,Q4,instance_separation,정확,good,1074,1188,0.9040404,90.404,,,,,,
q1_yes_only,user9,Q4,instance_separation,수용 가능,soft,102,1188,0.08585859,8.5859,,,,,,
q1_yes_only,user9,Q4,instance_separation,판단불가,soft,0,1188,0,0,,,,,,
q1_yes_only,user9,Q4,instance_separation,부정확,critical,12,1188,0.01010101,1.0101,,,,,,
q1_yes_only,user9,Q4,instance_separation,실패,critical,0,1188,0,0,,,,,,
q1_yes_only,user10,Q4,instance_separation,정확,good,1153,1169,0.98631309,98.6313,,,,,,
q1_yes_only,user10,Q4,instance_separation,수용 가능,soft,8,1169,0.00684346,0.6843,,,,,,
q1_yes_only,user10,Q4,instance_separation,판단불가,soft,0,1169,0,0,,,,,,
q1_yes_only,user10,Q4,instance_separation,부정확,critical,7,1169,0.00598802,0.5988,,,,,,
q1_yes_only,user10,Q4,instance_separation,실패,critical,1,1169,0.00085543,0.0855,,,,,,
q1_yes_only,user11,Q4,instance_separation,정확,good,1077,1234,0.87277147,87.2771,,,,,,
q1_yes_only,user11,Q4,instance_separation,수용 가능,soft,137,1234,0.11102107,11.1021,,,,,,
q1_yes_only,user11,Q4,instance_separation,판단불가,soft,2,1234,0.00162075,0.1621,,,,,,
q1_yes_only,user11,Q4,instance_separation,부정확,critical,18,1234,0.01458671,1.4587,,,,,,
